transaction_id,merchant_id,customer_id,amount,currency,payment_method,failure_code,failure_reason_raw,failure_timestamp,customer_payment_history,retry_attempt_number,would_succeed_on_retry
txn_bd6b33127495,merch_584,cust_4096,438.06,INR,upi,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-27T22:05:23.932706,12,0,False
txn_a45976cf57fa,merch_742,cust_9328,1687.02,INR,upi,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-27T15:30:23.932706,11,0,True
txn_742454ef9089,merch_809,cust_2809,3688.88,INR,card,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-27T02:54:23.932706,11,0,False
txn_1741c2ce3154,merch_163,cust_3230,3742.34,INR,upi,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-28T12:42:23.932706,4,0,True
txn_0eea9a550c39,merch_962,cust_8614,1603.48,INR,upi,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-28T11:02:23.932706,10,0,False
txn_0e9b5c2d3d5c,merch_471,cust_6038,2070.2,INR,card,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-27T04:08:23.932706,12,0,True
txn_16f64ae91c2b,merch_748,cust_7304,4900.31,INR,upi,ERR_3DS_FAILED,3D Secure authentication failed or abandoned,2026-08-26T18:59:23.932706,7,0,False
txn_07aea82c9c93,merch_220,cust_4606,2041.96,INR,netbanking,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-28T09:52:23.932706,7,0,False
txn_eb90c8176c77,merch_917,cust_9907,4894.78,INR,netbanking,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-27T16:26:23.932706,10,0,True
txn_2d3a3fe69c43,merch_743,cust_9301,730.59,INR,card,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-27T14:34:23.932706,2,0,True
txn_7f5cd23fab80,merch_731,cust_8699,2878.19,INR,card,ERR_CARD_EXPIRED,Transaction declined: Card expired,2026-08-27T19:25:23.932706,0,0,False
txn_69770dd4a6a2,merch_661,cust_1783,1094.27,INR,card,ERR_CARD_EXPIRED,Transaction declined: Card expired,2026-08-27T21:48:23.932706,15,0,False
txn_246a73018167,merch_876,cust_1959,2498.5,INR,upi,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-28T03:56:23.932706,15,0,False
txn_35ce84fd7202,merch_279,cust_5074,2342.01,INR,netbanking,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-28T13:51:23.932706,5,0,False
txn_9d951f20aebf,merch_961,cust_8398,2734.83,INR,netbanking,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-26T21:17:23.932706,8,0,True
txn_ea1bb654786f,merch_847,cust_5607,3276.3,INR,card,ERR_3DS_FAILED,3D Secure authentication failed or abandoned,2026-08-27T12:41:23.932706,12,0,False
txn_15001b88ffb1,merch_296,cust_3239,4468.45,INR,netbanking,ERR_3DS_FAILED,3D Secure authentication failed or abandoned,2026-08-28T03:10:23.932706,14,0,False
txn_3d1fe47ebbcc,merch_292,cust_2332,1855.19,INR,card,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-26T16:06:23.932706,8,0,False
txn_33834a53b810,merch_542,cust_7704,4594.3,INR,card,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-26T19:46:23.932706,10,0,True
txn_9463a6522a99,merch_470,cust_9521,3563.38,INR,netbanking,ERR_DUPLICATE_TXN,Duplicate transaction detected,2026-08-28T01:55:23.932706,2,0,False
txn_af3b4d2aa9dd,merch_103,cust_6309,2152.61,INR,card,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-27T11:16:23.932706,1,0,False
txn_c81368a715ec,merch_340,cust_9442,3498.96,INR,card,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-27T10:38:23.932706,5,0,True
txn_ff5619eb9eb6,merch_204,cust_2118,1392.75,INR,upi,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-27T08:04:23.932706,3,0,True
txn_2ad5240fcf07,merch_943,cust_3645,4831.82,INR,netbanking,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-27T00:40:23.932706,12,0,False
txn_a04c68fef942,merch_774,cust_2373,2156.85,INR,netbanking,ERR_DUPLICATE_TXN,Duplicate transaction detected,2026-08-28T02:04:23.932706,12,0,False
txn_e16e2d3aa8d8,merch_214,cust_3508,4642.96,INR,upi,ERR_DUPLICATE_TXN,Duplicate transaction detected,2026-08-28T05:30:23.932706,14,0,False
txn_fb70422a8ab5,merch_669,cust_9191,1349.64,INR,netbanking,ERR_3DS_FAILED,3D Secure authentication failed or abandoned,2026-08-27T20:27:23.932706,4,0,False
txn_9a3f6e5d44d9,merch_814,cust_9927,551.25,INR,card,ERR_DO_NOT_HONOR,Issuer declined: Do not honor / Risk block,2026-08-26T20:21:23.932706,0,0,False
txn_8b5b393f6e99,merch_312,cust_4384,3625.19,INR,card,ERR_3DS_FAILED,3D Secure authentication failed or abandoned,2026-08-27T07:25:23.932706,12,0,True
txn_049730398420,merch_471,cust_6437,325.3,INR,netbanking,ERR_DO_NOT_HONOR,Issuer declined: Do not honor / Risk block,2026-08-26T21:41:23.932706,12,0,False
txn_1e8ecacae293,merch_108,cust_1527,2822.98,INR,upi,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-26T21:15:23.932706,10,0,False
txn_960c27c4dae8,merch_457,cust_2097,3916.39,INR,netbanking,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-28T13:19:23.932706,3,0,True
txn_f86a091a088b,merch_482,cust_4226,1339.16,INR,upi,ERR_3DS_FAILED,3D Secure authentication failed or abandoned,2026-08-28T10:19:23.932706,12,0,True
txn_ebb1fc1db29f,merch_323,cust_7045,3272.62,INR,upi,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-26T19:37:23.932706,13,0,True
txn_4ef50add4ff0,merch_662,cust_7998,1489.25,INR,upi,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-28T00:20:23.932706,14,0,True
txn_e2ce96e30c66,merch_155,cust_5598,2334.23,INR,netbanking,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-28T07:28:23.932706,7,0,False
txn_2e571c598883,merch_168,cust_8736,1772.23,INR,card,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-26T22:21:23.932706,14,0,False
txn_748bc7925509,merch_627,cust_4346,2676.12,INR,card,ERR_CARD_EXPIRED,Transaction declined: Card expired,2026-08-27T12:23:23.932706,4,0,False
txn_59d21b8d1c31,merch_812,cust_7075,2713.97,INR,card,ERR_CARD_EXPIRED,Transaction declined: Card expired,2026-08-27T00:42:23.932706,13,0,False
txn_a0da00e4d2ba,merch_641,cust_5554,4322.08,INR,card,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-27T03:48:23.932706,14,0,True
txn_e161ee2bcc33,merch_821,cust_6054,3861.32,INR,upi,ERR_3DS_FAILED,3D Secure authentication failed or abandoned,2026-08-28T01:43:23.932706,12,0,False
txn_0040bdbbfa54,merch_501,cust_2943,862.92,INR,upi,ERR_DUPLICATE_TXN,Duplicate transaction detected,2026-08-27T07:38:23.932706,6,0,False
txn_e4bfb6914110,merch_525,cust_7112,1875.53,INR,netbanking,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-28T02:28:23.932706,13,0,True
txn_bfb319c2e644,merch_400,cust_2942,2836.76,INR,card,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-28T09:19:23.932706,5,0,True
txn_7de628b46a7a,merch_185,cust_2517,3603.45,INR,netbanking,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-27T13:31:23.932706,3,0,True
txn_c6d887873615,merch_623,cust_5383,172.01,INR,netbanking,ERR_CARD_EXPIRED,Transaction declined: Card expired,2026-08-28T04:20:23.932706,3,0,False
txn_9fd556343f63,merch_540,cust_6102,2385.35,INR,netbanking,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-28T00:26:23.932706,7,0,False
txn_c43f29af91e8,merch_826,cust_1206,4509.35,INR,netbanking,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-27T16:41:23.932706,14,0,True
txn_5e8c8a9e41b7,merch_807,cust_8970,131.35,INR,netbanking,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-27T02:11:23.932706,4,0,True
txn_7b8ac57c1706,merch_855,cust_1390,1950.69,INR,netbanking,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-26T23:22:23.932706,15,0,False
txn_65bc0a2de4c0,merch_391,cust_1033,3632.31,INR,upi,ERR_CARD_EXPIRED,Transaction declined: Card expired,2026-08-28T04:09:23.932706,15,0,False
txn_6f3e2c9d5eaf,merch_691,cust_3462,1173.73,INR,netbanking,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-26T15:04:23.932706,10,0,True
txn_c5748ec9ca46,merch_509,cust_3773,259.66,INR,card,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-26T22:40:23.932706,13,0,False
txn_b6e8a4145cf0,merch_687,cust_9820,4244.43,INR,netbanking,ERR_DO_NOT_HONOR,Issuer declined: Do not honor / Risk block,2026-08-28T11:16:23.932706,3,0,False
txn_d2ce6040b774,merch_593,cust_7101,3603.36,INR,netbanking,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-26T22:50:23.932706,1,0,True
txn_6884958e9114,merch_242,cust_3689,3505.12,INR,card,ERR_DO_NOT_HONOR,Issuer declined: Do not honor / Risk block,2026-08-27T01:58:23.932706,3,0,False
txn_033e12231a9d,merch_255,cust_1655,2552.5,INR,netbanking,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-26T17:26:23.932706,4,0,True
txn_fc4d123a749c,merch_883,cust_9336,3556.09,INR,netbanking,ERR_CARD_EXPIRED,Transaction declined: Card expired,2026-08-27T18:44:23.932706,9,0,False
txn_5d87ac64a7c2,merch_568,cust_6994,501.76,INR,netbanking,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-26T17:30:23.932706,10,0,True
txn_e4ad9bbd7d5f,merch_392,cust_8832,1148.29,INR,card,ERR_DO_NOT_HONOR,Issuer declined: Do not honor / Risk block,2026-08-27T15:53:23.932706,15,0,False
txn_bc9a2cbd400a,merch_514,cust_8792,2448.62,INR,card,ERR_DO_NOT_HONOR,Issuer declined: Do not honor / Risk block,2026-08-27T15:44:23.932706,7,0,False
txn_7446379ae042,merch_733,cust_1279,2805.19,INR,card,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-27T10:12:23.932706,13,0,False
txn_64613df75127,merch_417,cust_6451,1344.99,INR,netbanking,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-26T16:12:23.932706,1,0,False
txn_5e2fb9fe329d,merch_755,cust_9059,1842.25,INR,netbanking,ERR_DO_NOT_HONOR,Issuer declined: Do not honor / Risk block,2026-08-26T22:52:23.932706,15,0,False
txn_b70eeab96bbb,merch_704,cust_3494,1540.46,INR,netbanking,ERR_CARD_EXPIRED,Transaction declined: Card expired,2026-08-27T14:52:23.932706,8,0,False
txn_e4d4d45d27a3,merch_524,cust_2714,4204.35,INR,upi,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-27T02:36:23.932706,14,0,False
txn_265b47bc920a,merch_816,cust_6489,2163.56,INR,card,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-27T17:46:23.932706,8,0,False
txn_f5430f7dbbac,merch_908,cust_3433,2186.12,INR,netbanking,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-26T17:01:23.932706,1,0,False
txn_e22f676b9d45,merch_903,cust_6699,3953.74,INR,netbanking,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-27T23:00:23.932706,11,0,True
txn_3f1314b23659,merch_941,cust_2356,374.15,INR,upi,ERR_3DS_FAILED,3D Secure authentication failed or abandoned,2026-08-27T04:33:23.932706,7,0,False
txn_6edf69fb1a98,merch_734,cust_8831,2793.57,INR,netbanking,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-27T20:29:23.932706,3,0,True
txn_3243494b0b68,merch_184,cust_2696,4770.64,INR,upi,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-27T06:33:23.932706,1,0,True
txn_848d31c8292f,merch_183,cust_5759,2448.29,INR,upi,ERR_DUPLICATE_TXN,Duplicate transaction detected,2026-08-27T05:51:23.932706,8,0,False
txn_85a95c241e65,merch_414,cust_1688,1418.5,INR,card,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-28T00:38:23.932706,7,0,False
txn_9c38131d0926,merch_405,cust_9284,1588.22,INR,card,ERR_3DS_FAILED,3D Secure authentication failed or abandoned,2026-08-27T05:25:23.932706,5,0,False
txn_12df1a71cf91,merch_600,cust_4325,4967.21,INR,netbanking,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-28T08:44:23.932706,4,0,False
txn_87bed06091da,merch_168,cust_5176,3072.13,INR,upi,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-28T09:49:23.932706,5,0,True
txn_9c0d89b7915a,merch_882,cust_9841,4095.02,INR,netbanking,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-28T03:46:23.932706,7,0,True
txn_1cf5b500dfbd,merch_432,cust_9753,644.87,INR,upi,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-28T04:00:23.932706,2,0,False
txn_2ec4b1a4c116,merch_846,cust_3728,3740.47,INR,netbanking,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-27T21:25:23.932706,3,0,True
txn_7fa686351d71,merch_186,cust_9016,3396.8,INR,netbanking,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-27T14:47:23.932706,5,0,False
txn_9f9c7bf72cce,merch_348,cust_8366,1855.59,INR,card,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-28T00:13:23.932706,1,0,False
txn_b14355e68108,merch_450,cust_1204,1735.33,INR,card,ERR_DO_NOT_HONOR,Issuer declined: Do not honor / Risk block,2026-08-27T05:46:23.932706,8,0,False
txn_134571bfad0c,merch_622,cust_6534,4717.64,INR,card,ERR_DO_NOT_HONOR,Issuer declined: Do not honor / Risk block,2026-08-28T02:49:23.932706,10,0,False
txn_1d45aae50768,merch_838,cust_3745,1724.98,INR,upi,ERR_DO_NOT_HONOR,Issuer declined: Do not honor / Risk block,2026-08-27T04:16:23.932706,2,0,False
txn_13893117e086,merch_190,cust_1550,1001.09,INR,netbanking,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-27T13:24:23.932706,8,0,True
txn_f6f0c0eadcdb,merch_281,cust_6240,3415.42,INR,upi,ERR_CARD_EXPIRED,Transaction declined: Card expired,2026-08-27T16:34:23.932706,12,0,False
txn_593d1d8f7983,merch_732,cust_2748,2164.08,INR,card,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-28T01:31:23.932706,9,0,True
txn_8bc7453c2ecb,merch_694,cust_3694,3553.61,INR,netbanking,ERR_CARD_EXPIRED,Transaction declined: Card expired,2026-08-27T20:25:23.932706,2,0,False
txn_7cd625bfda58,merch_313,cust_6040,3634.79,INR,upi,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-28T08:36:23.932706,13,0,False
txn_2f649c7c164a,merch_715,cust_7225,1480.02,INR,card,ERR_INSUFFICIENT_FUNDS,Issuer declined: Insufficient funds in account,2026-08-27T17:18:23.932706,0,0,False
txn_0164a8469497,merch_931,cust_8345,2064.29,INR,card,ERR_NETWORK_TIMEOUT,Gateway timeout during authorization,2026-08-26T16:24:23.932706,7,0,True
txn_fc721c085034,merch_742,cust_1909,1570.95,INR,netbanking,ERR_CARD_EXPIRED,Transaction declined: Card expired,2026-08-26T21:19:23.932706,14,0,False
